school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL CADET CORPS (AIR),na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,NETBALL,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),UNIFORMED GROUPS,RED CROSS YOUTH,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH ORCHESTRA,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SP-CCA (CANOEING),na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SP-CCA (HOCKEY),na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SP-CCA (WATER POLO),na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,SWIMMING,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,TABLE TENNIS,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,TAEKWONDO,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,VOLLEYBALL,na
ANG MO KIO SECONDARY SCHOOL,SECONDARY (S1-S5),PHYSICAL SPORTS,WUSHU,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,ARTISTIC GYMNASTICS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CLUBS AND SOCIETIES,AUDIO VISUAL AID,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,BADMINTON,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,BASKETBALL,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),UNIFORMED GROUPS,BOYS' BRIGADE,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,CANOEING,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),VISUAL AND PERFORMING ARTS,CHINESE DRAMA,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),VISUAL AND PERFORMING ARTS,CHOIR,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),VISUAL AND PERFORMING ARTS,CONCERT BAND,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CLUBS AND SOCIETIES,ENTREPRENEURSHIP,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),UNIFORMED GROUPS,GIRL GUIDES,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),UNIFORMED GROUPS,GIRLS' BRIGADE,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,GOLF,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CLUBS AND SOCIETIES,INTERNATIONAL CHESS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),VISUAL AND PERFORMING ARTS,MODERN DANCE,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CLUBS AND SOCIETIES,ROBOTICS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,ROCKWALL CLIMBING,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),UNIFORMED GROUPS,SCOUTS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,SHOOTING,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH ORCHESTRA,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,SP-CCA (ATHLETICS),na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,SP-CCA (CANOEING),na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,SP-CCA (WATER POLO),na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),UNIFORMED GROUPS,ST JOHN BRIGADE,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,TABLE TENNIS,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,TAEKWONDO,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,TRACK AND FIELD,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,WATER POLO,na
ANGLICAN HIGH SCHOOL,SECONDARY (S1-S4),PHYSICAL SPORTS,WUSHU,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,ARCHERY,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,ARTISTIC GYMNASTICS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,ARTISTIC SWIMMING,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,BOWLING,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,CANOEING,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMMUNITY SERVICE (FIRST AID),FIRST AID UNIT
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMMUNITY SERVICE (ROTARY-SPONSORED),INTERACT CLUB
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,CROSS COUNTRY,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATE AND ORATORICAL SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ACSIAN THEATRE
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,FAITH-BASED CCA,CHRISTIAN FELLOWSHIP
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FENCING,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,FILM,PIXEL LABS
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FLOORBALL,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,HOCKEY,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MEDIA RESOURCE CREW
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,MODULAR CCA (C&S),STEM COUNCIL
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS (SEA),AC UG
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,PHOTOGRAPHY,PHOTOGRAPHIC SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,ROCKWALL CLIMBING,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,RUGBY,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH ORCHESTRA,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SOFTBALL,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SQUASH,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,OTHERS,STUDENT LEADERSHIP (HOUSE),na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,STUDENTS' COUNCIL
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,SWIMMING,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,TRACK AND FIELD,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,na
ANGLO-CHINESE JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SPORTS,WATER POLO,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,BADMINTON,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,BASKETBALL,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,BOWLING,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),UNIFORMED GROUPS,BOYS' BRIGADE,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CHOIR,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,CONCERT BAND,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATES
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),CLUBS AND SOCIETIES,FAITH-BASED CCA,CHRISTIAN SOCIETY
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,FLOORBALL,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,FOOTBALL,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,HOCKEY,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),CLUBS AND SOCIETIES,ROBOTICS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,RUGBY,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),UNIFORMED GROUPS,SCOUTS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH ORCHESTRA,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,SP-CCA (ATHLETICS),na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,SP-CCA (CANOEING),na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),OTHERS,STUDENT LEADERSHIP (COUNCIL),na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,SWIMMING,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,TABLE TENNIS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,TENNIS,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,TRACK AND FIELD,na
ANGLO-CHINESE SCHOOL (BARKER ROAD),SECONDARY (S1-S5),PHYSICAL SPORTS,WATER POLO,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,ART AND CRAFTS,ACREATIVES
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,AUDIO VISUAL AID,MEDIA RESOURCE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,BADMINTON,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,BASKETBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,BOWLING,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),UNIFORMED GROUPS,BOYS' BRIGADE,BOYS' BRIGADE (BB)
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,CANOEING,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,CHINESE CHESS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,CHOIR,VOCAL ACCORD
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,COMMUNITY SERVICE (ROTARY-SPONSORED),INTERACT CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,CONCERT BAND,SYMPHONIC BAND
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,CONCERT BAND,WIND ENSEMBLE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,CRICKET,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,CROSS COUNTRY,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATE CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,DESIGN AND INNOVATION,YOUNG INNOVATORS' SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ACSI STAGE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,ENTREPRENEURSHIP,YOUNG ENTREPRENEURS' SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENT FOCUS GROUP
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,FLOORBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,FOOTBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,FRISBEE,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,GOLF,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,GUITAR ORCHESTRA
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,HEALTH AND FITNESS,HEALTH AND FITNESS CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),MEDIA PRODUCTION AC
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,INTERNATIONAL AND GLOBAL STUDIES,YOUNG DIPLOMATS' SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,INTERNATIONAL CHESS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,JOURNALISM,ACS INDEPONLINE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,MATHEMATICS,MATHEMATICS COMPETITION TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,LIBRARY
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE VENIA
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,MODULAR CCA (SPORTS),ACTIVE ACSIANS
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,MODULAR CCA (VPA),CULTURAL PERFORMING ARTS CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),UNIFORMED GROUPS,NATIONAL CADET CORPS (AIR),na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,NATIONAL CIVIL DEFENCE CADET CORPS (NCDCC)
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NATIONAL POLICE CADET CORPS (NPCC)
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,NETBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,PHOTOGRAPHY,PHOTOGRAPHIC SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,PHYSICAL SCIENCE,SCIENCE RESEARCH CHALLENGE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,PUBLICATION,EDITORIAL BOARD
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,READING AND WRITING,ACSPRESSION
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,ROBOTICS,ROBOTICS TECHNOLOGY SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,RUGBY,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,SAILING,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),UNIFORMED GROUPS,SCOUTS,VENTURES
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,SHOOTING,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH ORCHESTRA,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,SOCIAL STUDIES,HUMANITIES SOCIETY @ AC
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,SOFTBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),CLUBS AND SOCIETIES,SPACE SCIENCE,ACSTRONOMY CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,SQUASH,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),UNIFORMED GROUPS,ST JOHN BRIGADE,ST JOHN BRIGADE (SJB)
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,PHILHARMONIC ORCHESTRA
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),OTHERS,STUDENT LEADERSHIP (COUNCIL),STUDENT COUNCIL / HOUSE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),OTHERS,STUDENT LEADERSHIP (HOUSE),STUDENT COUNCIL / HOUSE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),OTHERS,STUDENT LEADERSHIP (PEER SUPPORT),BOARDING SCHOOL JUNIOR COMMON ROOM COMMITTEE
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),OTHERS,STUDENT LEADERSHIP (PREFECT),PREFECTORIAL BOARD
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,SWIMMING,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,TENNIS,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,TRACK AND FIELD,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,VOLLEYBALL,na
ANGLO-CHINESE SCHOOL (INDEPENDENT),MIXED LEVEL (S1-JC2),PHYSICAL SPORTS,WATER POLO,na
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,CLUBS AND SOCIETIES,ART AND CRAFTS,ART CLUB
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,PHYSICAL SPORTS,ARTISTIC GYMNASTICS,EXTERNAL ARTISTIC GYMNASTICS
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,PHYSICAL SPORTS,BADMINTON,na
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,PHYSICAL SPORTS,BOWLING,na
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
ANGLO-CHINESE SCHOOL (JUNIOR),PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
